Date,CLOSE,Returns,Normalized Returns
2024-04-11,4966.68,-0.0068288664081761485,1.1005737002000975
2024-04-12,4955.01,-0.002349658121723164,1.0979877282668673
2024-04-15,4984.48,0.005947515746688614,1.1045180275704054
2024-04-16,4916.99,-0.013540028247680747,1.0895628222770295
2024-04-17,4914.13,-0.0005816566639346155,1.0889290708006767
2024-04-18,4936.57,0.004566423761683147,1.0939015823843685
2024-04-19,4918.09,-0.003743489913036746,1.0898065728448576
2024-04-22,4936.85,0.0038144889581117614,1.093963627983452
2024-04-23,5008.17,0.014446458774319604,1.10976752843572
2024-04-24,4989.88,-0.00365203257876634,1.1057146212670157
2024-04-25,4939.01,-0.010194633939092701,1.094442265462096
2024-04-26,5006.85,0.013735546192455539,1.1094750277543264
2024-04-29,4981.09,-0.005144951416559351,1.1037668326386445
2024-04-30,4921.22,-0.012019457588600013,1.090500154006041
2024-05-02,4890.61,-0.006220002357139154,1.083717240477663
2024-05-03,4921.48,0.0063120960370997015,1.0905577677766187
2024-05-06,4956.96,0.0072092134886254655,1.0984198315461993
2024-05-07,5016.1,0.011930699460960037,1.1115247484383353
2024-05-08,5038.17,0.004399832539223603,1.1164152711946667
2024-05-09,5054.41,0.003223392620733234,1.1200139159415095
2024-05-10,5085.08,0.006067968368216992,1.1268101249554054
2024-05-13,5078.96,-0.0012035208885602389,1.1254539854325805
2024-05-14,5080.29,0.0002618646337044783,1.125748702028227
2024-05-15,5100.9,0.004056855022055661,1.130315701303623
2024-05-16,5072.45,-0.005577447117175338,1.124011425253889
2024-05-17,5064.14,-0.001638261589567036,1.122170000509661
2024-05-20,5074.34,0.002014162325685964,1.1244302330477027
2024-05-21,5046.99,-0.005389863509343118,1.1183697075657968
2024-05-22,5025.17,-0.004323368978341513,1.1135345826657899
2024-05-23,5037.6,0.002473548158569816,1.1162889640822466
2024-05-24,5035.41,-0.00043473082420208975,1.1158036788608434
2024-05-27,5059.2,0.004724540802039989,1.1210753388686878
2024-05-28,5030.35,-0.005702482605945525,1.1146824262488346
2024-05-29,4963.2,-0.013348971741529048,1.09980256204006
2024-05-30,4982.18,0.003824145712443716,1.10400836729222
2024-05-31,4983.67,0.00029906587076333757,1.1043385385159143
2024-06-03,5003.54,0.003987021612586794,1.1087415601365898
2024-06-04,4953.37,-0.010026900954124507,1.0976243183293788
2024-06-05,5035.66,0.016612932205750885,1.1158590767171683
2024-06-06,5069.09,0.006638653125906169,1.1232668780648876
2024-06-07,5051.31,-0.0035075329102461916,1.1193269825230854
2024-06-10,5016.48,-0.006895241036483757,1.1116089531799487
2024-06-11,4965.09,-0.01024423500143512,1.100221369833874
2024-06-12,5034.43,0.01396550717106848,1.115586519264052
2024-06-13,4935.5,-0.0196506853804701,1.0936644795593002
2024-06-14,4839.14,-0.019523857765170627,1.0723119298175652
2024-06-17,4880.42,0.008530441359414942,1.081459223853875
2024-06-18,4915.47,0.007181758946975814,1.089226003310577
2024-06-19,4885.45,-0.006107249154201022,1.0825738287231246
2024-06-20,4947.73,0.012748058008985819,1.0963745426906968
2024-06-21,4907.3,-0.008171424067198396,1.0874156013658904
2024-06-24,4950.98,0.008901025003565932,1.097094714822916
2024-06-25,4935.97,-0.003031723012413612,1.09376862752919
2024-06-26,4915.94,-0.004057966316651118,1.089330151280467
2024-06-27,4902.6,-0.002713621403027555,1.086374121666989
2024-06-28,4894.02,-0.001750091788030872,1.0844728672379305
2024-07-01,4929.99,0.007349786065443009,1.0924435108059067
