Date,CLOSE,Returns,Normalized Returns
2024-01-02,4512.81,0.0,1.0
2024-01-03,4448.13,-0.014332533388288105,0.9856674666117119
2024-01-04,4474.01,0.005818175278150539,0.9914022526984294
2024-01-05,4463.51,-0.0023468879148683675,0.9890755427327982
2024-01-08,4485.48,0.004922135270224448,0.9939439063465997
2024-01-09,4467.17,-0.004082060336909166,0.9898865673493896
2024-01-10,4468.98,0.0004051782224538947,0.9902876478291792
2024-01-11,4442.28,-0.005974517675174207,0.9843711567737171
2024-01-12,4480.02,0.008495637375401932,0.9927340171644715
2024-01-15,4454.68,-0.005656224748996741,0.9871188904474149
2024-01-16,4446.51,-0.0018340262375748928,0.9853084885027285
2024-01-17,4403.08,-0.009767210688832462,0.9756847729020273
2024-01-18,4453.05,0.011348873970039142,0.9867576964241787
2024-01-19,4448.83,-0.0009476650834822076,0.9858225806094201
2024-01-22,4480.32,0.007078265521496707,0.9928004945920607
2024-01-23,4465.91,-0.0032162881222769224,0.9896073621535135
2024-01-24,4564.11,0.021988799595155317,1.0113676401177973
2024-01-25,4582.26,0.003976678914399567,1.0153895244869597
2024-01-26,4635.47,0.011612173905452883,1.0271804042270773
2024-01-29,4639.36,0.0008391813559356365,1.0280423948714872
2024-01-30,4662.7,0.005030866326389827,1.0332143387379473
2024-01-31,4648.4,-0.003066892572972768,1.0300455813561828
2024-02-01,4638.6,-0.002108252301867175,1.0278739853882606
2024-02-02,4654.55,0.003438537489759863,1.031408368621767
2024-02-05,4655.27,0.00015468734893819835,1.0315679144479817
2024-02-06,4690.87,0.007647247098449661,1.0394565691885977
2024-02-07,4678.85,-0.0025624244543122066,1.0367930402565133
2024-02-08,4710.78,0.006824326490483701,1.043868454466285
2024-02-09,4715.87,0.0010805004691367692,1.044996354821053
2024-02-12,4746.35,0.00646328249082373,1.0517504614641426
2024-02-13,4689.28,-0.012023976318644936,1.039104238822374
2024-02-14,4709.22,0.0042522519448615625,1.0435227718428202
2024-02-15,4743.17,0.007209261831046199,1.051045800731694
2024-02-16,4765.65,0.0047394464039871576,1.0560271759723976
2024-02-19,4763.07,-0.0005413742091844309,1.0554554700951282
2024-02-20,4760.28,-0.000585756665343995,1.0548372300185462
2024-02-21,4775.31,0.0031573772971338343,1.0581677491407784
2024-02-22,4855.36,0.01676330960712491,1.0759061427358998
2024-02-23,4872.57,0.003544536347459326,1.079719731165282
2024-02-26,4864.29,-0.0016993085784298145,1.077884954163813
2024-02-27,4885.74,0.004409687744768576,1.0826380902364596
2024-02-28,4883.77,-0.0004032142520885573,1.0822015551286224
2024-02-29,4877.77,-0.0012285590844777206,1.0808720065768331
2024-03-01,4894.86,0.0035036502336107667,1.0846590040351793
2024-03-04,4912.92,0.0036895845846460773,1.0886609451760652
2024-03-05,4893.07,-0.004040367032233427,1.0842623553838957
2024-03-06,4915.49,0.004581990447714901,1.0892304351390816
2024-03-07,4974.22,0.011947944152058243,1.1022444995468454
2024-03-08,4961.11,-0.0026355890973862595,1.0993394359611859
2024-03-11,4930.42,-0.0061861156071926215,1.0925387951187842
2024-03-12,4983.2,0.010704970367636069,1.1042343905460235
2024-03-13,5000.55,0.0034816985069834328,1.1080790017749473
2024-03-14,4993.12,-0.001485836557978626,1.1064325774849817
2024-03-15,4986.02,-0.0014219566122983807,1.1048592783653646
2024-03-18,4982.76,-0.0006538281033771076,1.1041368903188924
2024-03-19,5007.92,0.005049410366945173,1.109712130579395
2024-03-20,5000.31,-0.001519592964743799,1.1080258198328758
2024-03-21,5052.31,0.010399355239975039,1.1195485739483826
2024-03-22,5031.15,-0.004188183227078479,1.1148596993890723
2024-03-25,5044.19,0.0025918527573218775,1.117749251574961
2024-03-26,5064.18,0.003962975224961918,1.1221788641666723
2024-03-27,5081.74,0.003467491281905266,1.1260700095949085
2024-03-28,5083.42,0.00033059542597624336,1.1264422831894096
2024-04-02,5042.0,-0.008148057803604725,1.117263966353558
2024-04-03,5069.25,0.005404601348671267,1.1233023326929341
2024-04-04,5070.76,0.00029787443901962973,1.1236369357451346
2024-04-05,5014.75,-0.011045681515197026,1.1112256000141818
2024-04-08,5046.05,0.006241587317413755,1.118161411626016
2024-04-09,4990.9,-0.010929340771494656,1.1059406445208197
2024-04-10,5000.83,0.0019896211104211137,1.1081410473740312
